online_order,book_table,rate,votes,location,cuisines,costing,listed_in(type)
Yes,No,3.5,57,Banashankari,1,200,Delivery
Yes,No,3.7,100,Malleshwaram,2,400,Delivery
Yes,No,3.3,912,Koramangala 1st Block,2,250,Delivery
No,No,3.700448817952718,0,Bellandur,3,450,Delivery
No,No,3.700448817952718,0,Sarjapur Road,2,400,Cafes
Yes,No,3.7,29,Rammurthy Nagar,1,300,Delivery
Yes,No,3.9,49,Race Course Road,2,150,Delivery
No,No,3.700448817952718,0,Electronic City,1,500,Desserts
Yes,No,3.1,4,Electronic City,5,400,Dine-out
Yes,No,3.5,250,Malleshwaram,3,300,Dine-out
No,No,3.700448817952718,0,HBR Layout,1,200,Desserts
Yes,No,3.1,106,Bannerghatta Road,2,450,Dine-out
Yes,No,3.700448817952718,0,Kalyan Nagar,2,500,Dine-out
Yes,No,3.6,37,Brookefield,2,150,Delivery
Yes,No,3.8,185,Kammanahalli,1,250,Dine-out
No,No,4.2,1279,Church Street,3,1100,Drinks & nightlife
No,No,3.2,29,Kalyan Nagar,2,200,Desserts
Yes,No,3.9,54,Kaggadasapura,1,400,Desserts
Yes,No,3.8,113,Residency Road,2,500,Desserts
Yes,No,3.8,160,Banashankari,2,700,Delivery
No,No,3.700448817952718,0,Brookefield,1,200,Delivery
Yes,No,3.8,505,Banashankari,2,450,Dine-out
No,No,3.5,11,Electronic City,3,600,Dine-out
Yes,No,3.6,41,Basaveshwara Nagar,3,300,Delivery
No,No,3.6,53,Richmond Road,2,300,Desserts
Yes,No,4.0,3213,Church Street,4,750,Dine-out
Yes,No,3.6,13,JP Nagar,3,250,Delivery
Yes,No,3.7,48,Bellandur,1,400,Delivery
No,No,3.9,2328,St. Marks Road,4,700,Dine-out
Yes,No,3.5,19,Bellandur,3,600,Delivery
Yes,Yes,4.1,3020,Bellandur,4,1000,Dine-out
Yes,No,3.9,388,Indiranagar,2,500,Dine-out
No,No,3.700448817952718,0,Electronic City,3,500,Dine-out
Yes,No,3.9,12,"ITPL Main Road, Whitefield",2,500,Desserts
No,No,3.700448817952718,0,Marathahalli,2,600,Dine-out
No,No,3.700448817952718,0,Malleshwaram,1,300,Desserts
No,No,3.2,4,Whitefield,1,150,Dine-out
Yes,Yes,3.8,563,JP Nagar,1,800,Dine-out
No,No,3.700448817952718,0,Kammanahalli,3,450,Delivery
Yes,No,3.6,399,Electronic City,5,700,Dine-out
No,No,4.0,72,Koramangala 6th Block,2,100,Delivery
No,No,3.7,91,Sanjay Nagar,4,400,Dine-out
Yes,No,3.7,82,Brookefield,3,150,Delivery
No,No,3.700448817952718,0,Koramangala 1st Block,1,500,Delivery
Yes,No,3.7,63,Old Airport Road,2,300,Delivery
No,No,3.700448817952718,0,Electronic City,2,200,Dine-out
No,No,3.2,7,Yeshwantpur,3,700,Drinks & nightlife
No,No,3.8,82,JP Nagar,4,1000,Dine-out
No,No,3.700448817952718,0,BTM,2,300,Dine-out
Yes,No,3.7,29,Hennur,2,300,Delivery
No,No,3.0,15,BTM,1,1000,Dine-out
Yes,No,3.5,40,Electronic City,2,400,Delivery
Yes,No,3.1,30,BTM,2,500,Dine-out
No,No,4.0,424,Banashankari,2,450,Cafes
Yes,Yes,4.1,292,Richmond Road,4,1000,Delivery
No,No,3.700448817952718,0,Sarjapur Road,2,500,Cafes
No,No,3.5,41,Indiranagar,1,250,Dine-out
No,No,3.4,13,Old Airport Road,3,300,Delivery
Yes,No,3.3,12,BTM,2,250,Dine-out
Yes,No,3.700448817952718,0,Banashankari,1,200,Delivery
Yes,No,3.9,456,Residency Road,3,400,Delivery
Yes,No,3.4,14,Marathahalli,3,200,Delivery
Yes,No,3.4,19,Yeshwantpur,2,700,Delivery
Yes,No,3.8,93,Vijay Nagar,1,350,Dine-out
No,Yes,4.4,152,Lavelle Road,4,1000,Dine-out
Yes,No,3.7,38,Electronic City,1,400,Delivery
Yes,Yes,4.1,1827,Indiranagar,4,1100,Delivery
Yes,No,4.0,494,Indiranagar,1,300,Delivery
Yes,No,3.7,163,Vijay Nagar,1,250,Delivery
No,No,3.4,7,Kammanahalli,3,600,Delivery
Yes,No,3.4,11,Koramangala 5th Block,2,300,Dine-out
No,No,3.700448817952718,0,Residency Road,1,450,Dine-out
Yes,No,4.0,1084,Brigade Road,5,550,Dine-out
Yes,No,3.4,5,Bellandur,1,400,Delivery
Yes,No,3.1,100,Sarjapur Road,5,250,Dine-out
Yes,No,3.8,16,Koramangala 6th Block,3,250,Delivery
No,No,3.1,7,Bannerghatta Road,2,500,Delivery
No,No,3.8,177,JP Nagar,3,400,Dine-out
Yes,No,3.4,4,New BEL Road,1,150,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,2,200,Delivery
Yes,No,3.6,82,Marathahalli,2,400,Dine-out
Yes,No,3.8,91,Marathahalli,3,750,Delivery
No,Yes,3.9,151,Koramangala 5th Block,4,1000,Pubs and bars
Yes,No,3.6,74,Basaveshwara Nagar,4,450,Delivery
No,Yes,3.7,91,Lavelle Road,3,1000,Dine-out
No,No,3.700448817952718,0,New BEL Road,1,150,Delivery
No,No,4.0,128,Koramangala 5th Block,1,200,Desserts
Yes,No,3.2,16,HSR,4,200,Delivery
Yes,No,3.8,124,Whitefield,5,400,Desserts
Yes,No,3.3,7,Whitefield,2,350,Delivery
No,No,3.5,18,New BEL Road,2,250,Dine-out
No,No,3.700448817952718,0,Rajajinagar,2,450,Desserts
No,No,3.3,4,Domlur,4,800,Pubs and bars
Yes,No,4.1,289,Rajajinagar,1,600,Delivery
Yes,No,4.1,359,HSR,3,600,Delivery
Yes,No,3.7,288,Kumaraswamy Layout,2,500,Dine-out
No,No,3.700448817952718,0,Kumaraswamy Layout,1,500,Delivery
Yes,No,3.7,43,JP Nagar,2,500,Delivery
Yes,No,3.3,302,Frazer Town,2,750,Dine-out
Yes,No,3.6,118,Richmond Road,1,500,Dine-out
Yes,No,3.9,1626,Old Airport Road,3,700,Delivery
Yes,Yes,4.1,461,Church Street,1,600,Delivery
Yes,No,3.9,236,Brookefield,5,750,Dine-out
Yes,No,3.700448817952718,0,Whitefield,1,400,Delivery
Yes,No,3.7,194,BTM,1,400,Dine-out
Yes,No,3.9,641,Old Airport Road,2,400,Delivery
Yes,No,3.0,57,Jayanagar,4,400,Delivery
Yes,No,3.8,31,Ulsoor,2,200,Delivery
No,No,4.1,768,Residency Road,3,800,Dine-out
No,No,3.1,76,Whitefield,3,300,Delivery
Yes,No,3.5,14,Marathahalli,1,200,Dine-out
No,No,3.700448817952718,0,Domlur,1,100,Dine-out
Yes,No,3.5,55,Sarjapur Road,1,600,Delivery
Yes,No,3.2,6,Old Airport Road,3,300,Delivery
No,No,3.4,5,Banaswadi,2,250,Delivery
No,No,3.0,24,Banaswadi,3,600,Dine-out
No,No,3.700448817952718,0,HSR,2,350,Delivery
Yes,No,3.700448817952718,0,Koramangala 4th Block,5,400,Delivery
No,No,3.9,26,Bellandur,1,400,Cafes
Yes,No,3.1,31,BTM,3,400,Delivery
Yes,No,3.5,180,Marathahalli,4,800,Delivery
Yes,No,3.7,97,Jayanagar,3,350,Dine-out
Yes,No,3.700448817952718,0,"ITPL Main Road, Whitefield",1,300,Delivery
Yes,No,3.3,396,Jayanagar,2,300,Delivery
Yes,No,4.4,7210,Koramangala 5th Block,4,600,Dine-out
Yes,No,3.9,203,BTM,2,300,Delivery
Yes,No,3.1,75,New BEL Road,2,600,Delivery
Yes,No,3.8,307,Electronic City,4,250,Delivery
Yes,No,3.8,230,Koramangala 1st Block,3,600,Dine-out
Yes,Yes,4.4,1810,Marathahalli,2,800,Dine-out
Yes,No,3.8,172,Koramangala 5th Block,3,400,Delivery
No,No,4.1,150,JP Nagar,3,400,Dine-out
No,No,3.1,19,Bannerghatta Road,4,800,Buffet
Yes,No,3.8,106,Residency Road,2,200,Delivery
Yes,No,3.1,21,Domlur,2,250,Delivery
Yes,No,4.1,129,MG Road,7,900,Desserts
Yes,No,3.700448817952718,0,BTM,2,200,Delivery
Yes,No,3.8,36,Koramangala 1st Block,3,300,Delivery
Yes,No,4.0,201,BTM,3,200,Delivery
Yes,No,4.0,465,Jayanagar,4,600,Delivery
Yes,Yes,4.3,858,Cunningham Road,5,1000,Dine-out
No,No,3.700448817952718,0,Bellandur,3,450,Dine-out
Yes,No,3.8,137,Indiranagar,2,750,Delivery
No,No,3.1,7,Banaswadi,1,400,Dine-out
Yes,No,3.700448817952718,0,Koramangala 8th Block,2,400,Delivery
Yes,No,3.7,93,Indiranagar,2,500,Dine-out
Yes,No,4.1,96,Koramangala 5th Block,2,600,Delivery
Yes,No,3.700448817952718,0,Kalyan Nagar,2,500,Delivery
Yes,No,3.6,70,JP Nagar,2,600,Delivery
Yes,No,3.6,28,Bellandur,2,400,Delivery
Yes,No,3.8,151,Jayanagar,2,350,Desserts
Yes,No,3.5,57,Vasanth Nagar,2,150,Delivery
Yes,No,3.700448817952718,0,BTM,2,300,Delivery
No,No,3.1,11,Electronic City,2,550,Dine-out
Yes,No,3.9,48,Bellandur,3,300,Dine-out
Yes,No,3.9,70,Banashankari,3,400,Desserts
Yes,No,3.6,68,Marathahalli,2,350,Delivery
No,No,3.700448817952718,0,Bellandur,4,200,Dine-out
Yes,No,3.1,273,Electronic City,2,400,Delivery
Yes,No,3.3,228,Marathahalli,3,250,Delivery
Yes,Yes,3.9,36,Kalyan Nagar,5,800,Dine-out
No,No,3.700448817952718,0,Whitefield,1,350,Delivery
Yes,Yes,4.4,192,Koramangala 3rd Block,1,1000,Dine-out
No,No,4.3,1187,Residency Road,1,550,Dine-out
Yes,No,3.3,19,Brigade Road,2,300,Dine-out
Yes,No,4.1,1107,New BEL Road,2,700,Delivery
No,No,4.1,38,Frazer Town,3,500,Dine-out
No,No,3.2,10,MG Road,1,400,Dine-out
Yes,No,3.9,652,Jeevan Bhima Nagar,3,500,Dine-out
Yes,No,3.6,32,Koramangala 7th Block,3,500,Delivery
No,No,4.0,140,BTM,2,200,Dine-out
Yes,No,3.7,43,Race Course Road,3,900,Dine-out
No,No,3.6,13,Bannerghatta Road,1,700,Cafes
Yes,No,3.6,114,Whitefield,2,200,Delivery
Yes,No,3.700448817952718,0,Koramangala 4th Block,5,400,Delivery
Yes,No,3.700448817952718,0,JP Nagar,4,500,Delivery
Yes,No,3.3,11,Banaswadi,1,300,Delivery
Yes,No,3.9,91,Jayanagar,2,200,Delivery
Yes,No,4.0,788,Koramangala 5th Block,4,800,Dine-out
Yes,No,3.9,36,Wilson Garden,1,250,Delivery
Yes,No,4.1,118,Richmond Road,6,700,Delivery
Yes,No,4.0,275,Koramangala 3rd Block,1,500,Desserts
No,No,3.5,8,Ulsoor,2,200,Dine-out
Yes,No,3.9,457,Koramangala 6th Block,1,1000,Delivery
No,No,3.700448817952718,0,Koramangala 7th Block,2,300,Dine-out
Yes,No,3.5,12,BTM,2,400,Dine-out
Yes,No,3.5,9,South Bangalore,3,200,Delivery
Yes,No,3.7,7,HSR,2,300,Delivery
Yes,No,4.0,197,BTM,1,300,Delivery
Yes,No,4.0,324,Banashankari,3,700,Dine-out
Yes,No,3.4,257,Koramangala 1st Block,2,250,Dine-out
Yes,No,4.1,58,BTM,3,250,Delivery
Yes,No,3.9,37,Indiranagar,3,400,Dine-out
Yes,Yes,4.4,1808,Koramangala 4th Block,1,1000,Delivery
No,No,3.7,38,Electronic City,2,500,Delivery
No,No,4.1,683,Indiranagar,2,500,Desserts
Yes,No,3.7,82,HSR,2,300,Delivery
No,No,3.1,5,Sarjapur Road,3,500,Delivery
Yes,No,3.9,332,Old Airport Road,2,400,Delivery
No,No,3.700448817952718,0,JP Nagar,1,500,Cafes
Yes,No,3.4,19,Electronic City,1,700,Delivery
No,No,3.8,34,MG Road,2,700,Cafes
Yes,No,3.9,660,Koramangala 5th Block,2,500,Delivery
No,No,3.700448817952718,0,BTM,1,300,Delivery
Yes,No,3.8,120,Whitefield,2,450,Dine-out
No,No,3.700448817952718,0,Bommanahalli,1,350,Dine-out
Yes,No,3.9,385,JP Nagar,2,600,Delivery
No,No,3.2,4,Bannerghatta Road,1,400,Delivery
Yes,No,4.0,175,Ulsoor,2,750,Dine-out
Yes,No,4.2,382,Ulsoor,7,500,Delivery
Yes,No,3.1,68,Marathahalli,2,400,Delivery
Yes,No,3.5,14,Richmond Road,2,250,Desserts
No,No,3.6,104,Brigade Road,3,800,Dine-out
Yes,No,3.7,439,HSR,2,550,Delivery
Yes,No,4.0,78,Frazer Town,2,500,Delivery
No,No,4.0,30,Richmond Road,1,800,Cafes
No,No,3.7,21,Whitefield,1,200,Delivery
Yes,No,3.6,16,Electronic City,2,400,Dine-out
Yes,No,3.7,132,JP Nagar,5,400,Cafes
Yes,No,4.0,469,Jayanagar,4,600,Dine-out
Yes,No,3.7,173,HSR,4,400,Delivery
Yes,No,3.4,154,BTM,3,400,Delivery
Yes,No,3.700448817952718,0,Ulsoor,1,200,Delivery
No,No,3.8,30,BTM,2,500,Delivery
Yes,No,3.3,4,Koramangala 5th Block,1,300,Delivery
Yes,No,3.1,61,Whitefield,3,300,Delivery
Yes,No,3.6,22,Kammanahalli,2,350,Delivery
Yes,No,3.9,105,Malleshwaram,3,300,Delivery
No,No,3.700448817952718,0,BTM,3,100,Delivery
Yes,No,3.7,54,Electronic City,2,450,Desserts
Yes,No,3.700448817952718,0,BTM,2,400,Delivery
Yes,No,3.5,13,"Varthur Main Road, Whitefield",1,400,Delivery
Yes,No,3.700448817952718,0,Indiranagar,1,500,Delivery
Yes,No,4.0,76,Koramangala 1st Block,3,300,Dine-out
No,No,4.4,318,BTM,3,300,Dine-out
No,No,3.3,12,Vijay Nagar,3,800,Dine-out
Yes,No,3.2,79,Electronic City,2,500,Cafes
No,No,3.5,28,Marathahalli,1,500,Dine-out
Yes,No,3.0,13,Residency Road,2,400,Delivery
No,No,3.6,22,Electronic City,2,350,Delivery
No,No,3.700448817952718,0,Frazer Town,1,200,Dine-out
No,No,3.6,46,Basavanagudi,4,450,Dine-out
Yes,No,3.700448817952718,0,Bellandur,2,500,Desserts
Yes,No,3.8,93,Koramangala 1st Block,3,550,Delivery
Yes,No,3.9,261,JP Nagar,2,300,Delivery
No,No,4.3,544,Church Street,5,800,Dine-out
No,No,3.700448817952718,0,Ulsoor,2,150,Delivery
Yes,No,3.700448817952718,0,Bellandur,1,250,Dine-out
No,No,3.700448817952718,0,Magadi Road,1,100,Dine-out
No,No,3.4,9,HSR,4,850,Dine-out
Yes,No,3.7,60,Vijay Nagar,2,300,Delivery
No,No,3.700448817952718,0,Bellandur,1,400,Delivery
No,No,3.4,6,Electronic City,3,150,Dine-out
Yes,No,3.6,12,Thippasandra,2,300,Delivery
Yes,No,3.1,92,Marathahalli,3,300,Delivery
No,No,4.2,1383,HSR,3,1100,Pubs and bars
Yes,No,4.1,90,Jayanagar,1,100,Delivery
Yes,No,3.5,11,Basavanagudi,4,200,Dine-out
Yes,No,4.1,251,Sarjapur Road,3,800,Delivery
Yes,No,3.1,14,JP Nagar,3,250,Delivery
Yes,No,4.3,287,HSR,1,150,Delivery
Yes,No,3.9,231,Sarjapur Road,2,500,Delivery
Yes,No,4.0,331,Jeevan Bhima Nagar,2,500,Delivery
Yes,No,3.9,65,Brigade Road,2,250,Desserts
Yes,No,3.9,77,Domlur,2,300,Delivery
No,No,3.4,8,Old Airport Road,2,150,Dine-out
Yes,Yes,4.2,986,Ulsoor,3,1000,Delivery
No,No,3.700448817952718,0,JP Nagar,4,500,Delivery
No,No,3.8,33,Marathahalli,2,800,Delivery
Yes,No,3.700448817952718,0,BTM,3,600,Buffet
No,No,3.9,204,BTM,3,550,Dine-out
Yes,No,4.0,138,Koramangala 7th Block,5,800,Delivery
No,No,3.8,64,Koramangala 7th Block,3,600,Desserts
Yes,No,3.8,53,Jayanagar,3,250,Delivery
Yes,No,3.9,355,HSR,3,500,Dine-out
No,No,3.700448817952718,0,Electronic City,3,500,Delivery
Yes,No,3.7,36,HSR,4,250,Delivery
Yes,No,3.5,7,Jeevan Bhima Nagar,1,400,Delivery
Yes,No,3.4,25,Bannerghatta Road,2,600,Dine-out
No,No,3.700448817952718,0,Banashankari,2,500,Drinks & nightlife
Yes,No,3.700448817952718,0,Marathahalli,3,500,Delivery
Yes,No,4.3,791,HSR,4,1000,Buffet
Yes,No,3.8,2084,Bellandur,4,750,Delivery
Yes,No,3.8,23,JP Nagar,1,150,Delivery
No,No,3.700448817952718,0,Malleshwaram,2,150,Desserts
Yes,No,3.7,21,BTM,3,400,Delivery
Yes,Yes,4.1,1342,HSR,2,800,Delivery
No,No,3.700448817952718,0,Marathahalli,2,300,Delivery
Yes,No,3.5,58,Shanti Nagar,1,300,Delivery
No,No,3.7,16,MG Road,1,250,Dine-out
Yes,No,3.7,36,BTM,2,200,Delivery
No,No,3.4,21,Ejipura,3,350,Dine-out
No,No,3.2,40,Marathahalli,2,400,Dine-out
Yes,No,3.9,388,Banashankari,4,650,Dine-out
Yes,No,4.2,38,BTM,3,200,Delivery
Yes,No,3.1,27,Seshadripuram,2,200,Desserts
Yes,Yes,4.4,1016,Basaveshwara Nagar,2,800,Delivery
Yes,No,3.6,64,BTM,1,350,Delivery
No,No,3.0,7,Electronic City,1,1000,Drinks & nightlife
No,No,3.700448817952718,0,Shivajinagar,1,100,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,5,500,Cafes
Yes,No,3.700448817952718,0,Indiranagar,4,700,Delivery
Yes,No,3.7,29,Ulsoor,3,400,Delivery
No,No,3.700448817952718,0,Marathahalli,2,300,Dine-out
Yes,No,3.8,78,"Varthur Main Road, Whitefield",3,250,Delivery
Yes,No,3.9,523,Koramangala 4th Block,3,500,Dine-out
Yes,No,3.3,6,Whitefield,1,300,Delivery
Yes,No,3.7,349,Rajajinagar,5,600,Dine-out
Yes,Yes,4.4,2589,Kammanahalli,3,600,Delivery
Yes,No,3.8,303,Electronic City,2,300,Delivery
Yes,No,3.5,10,Rajajinagar,3,300,Dine-out
Yes,No,4.2,975,Indiranagar,2,1100,Delivery
No,No,3.700448817952718,0,Electronic City,5,300,Delivery
No,No,3.1,6,Koramangala 1st Block,2,400,Delivery
Yes,No,3.9,88,Ulsoor,4,500,Dine-out
Yes,No,3.9,34,JP Nagar,3,750,Delivery
Yes,No,3.5,237,HSR,5,400,Delivery
Yes,No,3.3,7,Whitefield,1,400,Delivery
No,No,3.3,8,Rajajinagar,1,100,Desserts
Yes,No,4.4,4912,Jayanagar,4,750,Dine-out
Yes,No,3.9,160,Whitefield,4,300,Dine-out
Yes,No,3.6,24,Banashankari,2,600,Dine-out
Yes,No,4.4,363,Koramangala 6th Block,5,500,Delivery
Yes,No,3.9,68,BTM,1,700,Dine-out
Yes,No,3.700448817952718,0,Electronic City,1,350,Delivery
Yes,Yes,4.4,712,Richmond Road,4,1000,Delivery
Yes,No,3.7,666,JP Nagar,2,650,Dine-out
No,No,3.8,40,Frazer Town,1,200,Desserts
Yes,No,4.1,730,Indiranagar,1,950,Dine-out
Yes,No,3.7,288,Frazer Town,2,400,Dine-out
Yes,No,3.1,6,HSR,2,250,Delivery
No,No,3.700448817952718,0,BTM,1,300,Dine-out
Yes,No,3.1,106,Bannerghatta Road,2,450,Delivery
Yes,No,3.9,255,Frazer Town,3,700,Delivery
No,No,3.700448817952718,0,Wilson Garden,1,300,Dine-out
Yes,No,3.1,78,Hennur,2,500,Delivery
No,No,4.0,336,Jayanagar,4,550,Delivery
Yes,No,4.1,52,BTM,3,250,Delivery
Yes,No,3.700448817952718,0,Kammanahalli,3,300,Dine-out
Yes,No,3.4,7,JP Nagar,1,200,Delivery
Yes,No,3.1,249,Marathahalli,3,300,Delivery
Yes,Yes,3.9,56,Indiranagar,3,350,Dine-out
No,No,3.2,4,Bannerghatta Road,2,100,Dine-out
No,No,4.1,707,Brookefield,4,600,Dine-out
Yes,No,3.8,64,HSR,2,500,Delivery
Yes,No,4.2,743,Indiranagar,2,300,Desserts
No,No,3.1,7,Electronic City,1,300,Dine-out
Yes,No,3.6,119,New BEL Road,3,400,Delivery
Yes,Yes,3.700448817952718,0,Indiranagar,5,1000,Delivery
Yes,No,3.9,257,BTM,2,400,Delivery
Yes,No,4.3,1383,Frazer Town,2,700,Delivery
Yes,No,3.2,17,HSR,1,400,Delivery
Yes,No,3.9,281,HSR,2,350,Delivery
Yes,No,4.3,0,Jayanagar,2,400,Dine-out
Yes,No,4.3,342,Koramangala 5th Block,7,800,Delivery
Yes,No,4.0,3232,Church Street,4,750,Buffet
Yes,No,3.0,38,Whitefield,2,700,Delivery
Yes,No,3.9,157,Wilson Garden,2,450,Delivery
Yes,No,4.1,205,Koramangala 5th Block,1,250,Delivery
No,No,4.0,1408,Koramangala 6th Block,4,1000,Pubs and bars
No,No,3.2,9,Kammanahalli,1,300,Delivery
Yes,No,4.0,128,Jayanagar,3,400,Delivery
Yes,No,3.7,29,Ulsoor,2,300,Delivery
Yes,No,4.0,173,Kaggadasapura,1,450,Delivery
Yes,No,4.2,95,Jayanagar,2,400,Desserts
Yes,Yes,4.1,672,Koramangala 3rd Block,3,900,Delivery
Yes,No,4.0,191,Kumaraswamy Layout,5,300,Delivery
Yes,No,3.5,41,South Bangalore,3,400,Dine-out
Yes,No,3.1,59,BTM,3,400,Delivery
Yes,No,3.7,133,Jayanagar,4,700,Delivery
Yes,No,3.9,222,BTM,4,500,Delivery
Yes,No,3.8,136,Malleshwaram,5,450,Dine-out
Yes,No,3.3,4,Ulsoor,1,100,Dine-out
Yes,No,3.700448817952718,0,Marathahalli,3,300,Delivery
No,No,3.700448817952718,0,Koramangala 7th Block,2,300,Delivery
Yes,No,3.9,172,BTM,3,300,Dine-out
Yes,No,3.9,358,HBR Layout,4,650,Dine-out
Yes,No,3.8,169,Shanti Nagar,2,250,Delivery
Yes,No,4.4,360,Jayanagar,2,400,Delivery
Yes,No,3.4,47,BTM,2,200,Delivery
Yes,No,3.5,7,HSR,1,100,Delivery
Yes,No,4.3,78,Indiranagar,2,400,Desserts
Yes,No,3.2,232,Whitefield,2,400,Dine-out
Yes,No,3.6,23,Yeshwantpur,2,450,Delivery
No,No,4.2,115,Ulsoor,3,1000,Dine-out
Yes,No,3.4,4,Brigade Road,2,150,Dine-out
Yes,No,3.5,15,Whitefield,3,500,Delivery
Yes,Yes,4.0,803,HSR,3,700,Delivery
Yes,No,3.1,36,Sarjapur Road,2,300,Delivery
No,No,3.3,5,Whitefield,3,400,Delivery
Yes,No,4.1,93,Koramangala 5th Block,2,600,Delivery
Yes,No,3.7,15,HSR,3,500,Dine-out
No,No,3.8,116,Bellandur,2,700,Delivery
Yes,No,3.700448817952718,0,Koramangala 7th Block,2,300,Delivery
Yes,No,4.0,48,Indiranagar,3,200,Delivery
Yes,No,3.2,170,Kumaraswamy Layout,4,300,Delivery
Yes,No,3.0,61,BTM,1,650,Delivery
Yes,No,3.6,0,Bannerghatta Road,2,800,Dine-out
Yes,No,3.6,23,Bannerghatta Road,1,450,Delivery
No,No,4.3,183,Church Street,2,400,Delivery
Yes,No,3.8,184,Whitefield,3,400,Dine-out
Yes,No,4.0,199,BTM,1,300,Delivery
Yes,No,3.700448817952718,0,Banaswadi,1,300,Cafes
Yes,No,3.9,37,JP Nagar,3,250,Delivery
No,No,3.700448817952718,0,Ejipura,2,100,Delivery
Yes,No,3.9,225,BTM,8,400,Delivery
Yes,No,4.0,317,HSR,3,250,Delivery
No,No,3.700448817952718,0,Kammanahalli,2,200,Dine-out
Yes,No,4.0,630,Rajajinagar,4,750,Delivery
Yes,No,3.8,92,BTM,3,400,Delivery
No,No,3.9,26,Bannerghatta Road,2,350,Delivery
Yes,No,3.4,8,Yeshwantpur,1,200,Delivery
No,No,3.9,122,Brigade Road,4,500,Dine-out
Yes,No,3.1,33,Sanjay Nagar,2,450,Dine-out
Yes,No,3.700448817952718,0,Bellandur,1,450,Delivery
Yes,Yes,4.1,341,Brookefield,6,600,Dine-out
Yes,No,3.9,130,New BEL Road,3,400,Desserts
Yes,No,3.6,14,Banashankari,2,350,Delivery
No,No,3.7,118,Whitefield,2,300,Dine-out
No,No,3.1,23,MG Road,3,300,Delivery
No,Yes,3.5,185,Whitefield,4,800,Delivery
No,No,3.5,17,Kammanahalli,2,400,Dine-out
No,No,3.700448817952718,0,New BEL Road,1,100,Delivery
Yes,No,3.9,354,Sarjapur Road,3,500,Delivery
Yes,No,4.0,293,Koramangala 6th Block,2,250,Delivery
No,No,3.700448817952718,0,New BEL Road,2,300,Dine-out
Yes,No,3.8,51,Banaswadi,1,300,Delivery
Yes,No,3.2,202,Whitefield,3,400,Dine-out
No,No,3.700448817952718,0,BTM,4,300,Delivery
No,No,3.700448817952718,0,JP Nagar,3,150,Dine-out
Yes,Yes,4.2,864,Cunningham Road,5,1000,Cafes
Yes,No,3.8,17,South Bangalore,1,200,Dine-out
Yes,No,4.2,3367,Marathahalli,4,600,Dine-out
Yes,No,4.0,107,BTM,1,300,Delivery
Yes,No,3.700448817952718,0,JP Nagar,1,400,Delivery
Yes,No,3.1,46,HSR,1,700,Delivery
Yes,No,3.6,11,Vasanth Nagar,3,500,Delivery
Yes,No,4.5,2594,Koramangala 5th Block,6,500,Cafes
Yes,No,3.5,69,Koramangala 5th Block,2,250,Delivery
Yes,No,3.1,4,Banashankari,1,350,Delivery
Yes,Yes,3.2,427,Electronic City,4,900,Dine-out
Yes,No,3.5,74,Koramangala 6th Block,1,600,Delivery
Yes,No,3.6,14,Koramangala 7th Block,2,400,Dine-out
Yes,Yes,3.9,727,JP Nagar,3,800,Delivery
Yes,No,3.3,912,Koramangala 1st Block,2,250,Dine-out
Yes,No,3.4,8,Hennur,4,550,Dine-out
No,No,3.700448817952718,0,JP Nagar,1,700,Dine-out
No,No,3.6,31,City Market,1,400,Dine-out
Yes,No,3.5,7,Frazer Town,5,400,Dine-out
Yes,No,3.9,716,HSR,4,1000,Dine-out
Yes,No,3.1,121,Koramangala 6th Block,2,500,Delivery
No,No,3.6,98,Brookefield,2,450,Dine-out
Yes,No,4.0,337,New BEL Road,4,500,Dine-out
Yes,No,3.9,142,Old Airport Road,4,800,Delivery
No,No,3.4,11,Kalyan Nagar,1,400,Dine-out
Yes,No,4.3,191,HBR Layout,7,700,Delivery
Yes,No,4.1,670,New BEL Road,4,800,Cafes
Yes,No,4.1,134,BTM,1,150,Delivery
Yes,No,3.9,67,Church Street,3,500,Dine-out
Yes,No,3.9,40,Malleshwaram,1,150,Delivery
Yes,Yes,4.2,150,Banashankari,3,600,Delivery
Yes,No,3.4,24,BTM,3,500,Delivery
Yes,No,4.2,213,JP Nagar,4,400,Delivery
No,No,3.700448817952718,0,Electronic City,3,300,Delivery
Yes,No,4.0,467,Jayanagar,4,600,Delivery
Yes,No,3.700448817952718,0,Jayanagar,2,300,Delivery
Yes,No,3.3,9,BTM,4,400,Dine-out
No,No,3.700448817952718,0,Brookefield,3,400,Dine-out
No,No,3.5,21,New BEL Road,1,300,Dine-out
Yes,No,3.9,24,Jayanagar,7,300,Dine-out
Yes,No,3.6,17,Bannerghatta Road,3,900,Cafes
No,No,3.700448817952718,0,Bellandur,2,350,Dine-out
No,No,3.3,7,Marathahalli,2,150,Desserts
Yes,Yes,4.1,775,Banashankari,3,800,Delivery
Yes,No,3.4,7,Yeshwantpur,2,200,Dine-out
No,No,3.700448817952718,0,Banashankari,2,150,Dine-out
No,No,3.700448817952718,0,Mysore Road,3,550,Dine-out
No,Yes,4.2,1089,Indiranagar,1,1100,Drinks & nightlife
Yes,No,3.700448817952718,0,HBR Layout,1,350,Dine-out
No,No,3.700448817952718,0,Bellandur,3,600,Delivery
No,No,3.700448817952718,0,Old Airport Road,2,150,Dine-out
Yes,No,3.1,382,HSR,2,600,Delivery
